lesion_id,n_images
HAM_0001148,1
HAM_0001149,1
HAM_0001150,1
HAM_0001151,1
HAM_0001153,1
HAM_0001154,2
HAM_0001155,1
HAM_0001156,1
HAM_0001157,3
HAM_0001158,1
HAM_0001159,1
HAM_0001160,2
HAM_0001161,1
HAM_0001162,1
HAM_0001163,1
HAM_0001165,1
HAM_0001166,1
HAM_0001167,1
HAM_0001168,1
HAM_0001169,2
HAM_0001170,1
HAM_0001171,1
HAM_0001172,1
HAM_0001174,1
HAM_0001175,2
HAM_0001179,1
HAM_0001180,1
HAM_0001181,1
HAM_0001182,1
HAM_0001184,1
HAM_0001185,1
HAM_0001186,1
HAM_0001187,1
HAM_0001188,1
HAM_0001189,1
HAM_0001190,2
HAM_0001191,1
HAM_0001192,2
HAM_0001193,1
HAM_0001194,1
HAM_0001195,1
HAM_0001196,1
HAM_0001197,1
HAM_0001198,1
HAM_0001199,1
HAM_0001200,1
HAM_0001201,1
HAM_0001202,2
HAM_0001203,2
HAM_0001204,1
HAM_0001205,1
HAM_0001206,1
HAM_0001207,1
HAM_0001208,1
HAM_0001209,1
HAM_0001210,1
HAM_0001211,1
HAM_0001212,1
HAM_0001213,1
HAM_0001214,1
HAM_0001216,1
HAM_0001218,3
HAM_0001220,2
HAM_0001221,2
HAM_0001222,1
HAM_0001223,1
HAM_0001224,1
HAM_0001225,1
HAM_0001226,1
HAM_0001227,1
HAM_0001228,1
HAM_0001229,1
HAM_0001230,1
HAM_0001231,1
HAM_0001232,1
HAM_0001233,1
HAM_0001235,1
HAM_0001236,1
HAM_0001240,1
HAM_0001241,1
HAM_0001242,1
HAM_0001244,1
HAM_0001245,2
HAM_0001246,3
HAM_0001247,1
HAM_0001248,2
HAM_0001251,1
HAM_0001252,1
HAM_0001253,1
HAM_0001254,1
HAM_0001255,1
HAM_0001256,1
HAM_0001257,1
HAM_0001259,1
HAM_0001260,1
HAM_0001261,1
HAM_0001262,1
HAM_0001263,1
HAM_0001264,3
HAM_0001265,2
HAM_0001266,1
HAM_0001267,1
HAM_0001268,1
HAM_0001269,1
HAM_0001270,1
HAM_0001271,1
HAM_0001272,2
HAM_0001273,1
HAM_0001274,1
HAM_0001275,1
HAM_0001276,1
HAM_0001278,1
HAM_0001279,2
HAM_0001280,2
HAM_0001281,1
HAM_0001282,1
HAM_0001284,2
HAM_0001285,1
HAM_0001286,1
HAM_0001287,1
HAM_0001288,1
HAM_0001289,1
HAM_0001290,1
HAM_0001291,1
HAM_0001292,2
HAM_0001293,1
HAM_0001294,2
HAM_0001295,1
HAM_0001297,2
HAM_0001298,1
HAM_0001299,2
HAM_0001300,1
HAM_0001303,1
HAM_0001304,1
HAM_0001305,1
HAM_0001306,2
HAM_0001307,1
HAM_0001308,1
HAM_0001309,3
HAM_0001310,1
HAM_0001311,1
HAM_0001312,2
HAM_0001313,1
HAM_0001314,1
HAM_0001315,1
HAM_0001316,1
HAM_0001317,1
HAM_0001318,2
HAM_0001319,2
HAM_0001320,1
HAM_0001321,3
HAM_0001322,1
HAM_0001323,1
HAM_0001324,1
HAM_0001325,1
HAM_0001327,1
HAM_0001328,1
HAM_0001329,2
HAM_0001330,1
HAM_0001332,1
HAM_0001333,1
HAM_0001334,2
HAM_0001335,1
HAM_0001336,1
HAM_0001338,1
HAM_0001339,1
HAM_0001340,1
HAM_0001341,1
HAM_0001342,2
HAM_0001344,2
HAM_0001345,1
HAM_0001346,1
HAM_0001347,1
HAM_0001348,1
HAM_0001349,3
HAM_0001350,1
HAM_0001351,1
HAM_0001352,1
HAM_0001353,2
HAM_0001354,1
HAM_0001355,1
HAM_0001356,2
HAM_0001357,1
HAM_0001358,3
HAM_0001359,2
HAM_0001360,1
HAM_0001361,2
HAM_0001362,1
HAM_0001363,1
HAM_0001364,1
HAM_0001365,1
HAM_0001366,1
HAM_0001367,1
HAM_0001368,1
HAM_0001370,1
HAM_0001371,1
HAM_0001373,1
HAM_0001374,1
HAM_0001375,1
HAM_0001376,1
HAM_0001377,1
HAM_0001378,1
HAM_0001379,1
HAM_0001380,1
HAM_0001381,2
HAM_0001382,1
HAM_0001384,3
HAM_0001385,3
HAM_0001387,1
HAM_0001389,1
HAM_0001391,1
HAM_0001392,1
HAM_0001393,2
HAM_0001394,1
HAM_0001395,1
HAM_0001396,1
HAM_0001397,1
HAM_0001398,1
HAM_0001399,1
HAM_0001400,3
HAM_0001401,1
HAM_0001402,1
HAM_0001403,1
HAM_0001404,1
HAM_0001405,3
HAM_0001406,2
HAM_0001407,1
HAM_0001408,1
HAM_0001409,1
HAM_0001410,2
HAM_0001411,1
HAM_0001412,2
HAM_0001413,1
HAM_0001414,1
HAM_0001417,2
HAM_0001418,1
HAM_0001419,1
HAM_0001420,1
HAM_0001421,1
HAM_0001422,1
HAM_0001423,1
HAM_0001425,1
HAM_0001426,1
HAM_0001427,1
HAM_0001428,1
HAM_0001429,1
HAM_0001430,1
HAM_0001431,1
HAM_0001432,1
HAM_0001433,1
HAM_0001435,1
HAM_0001436,1
HAM_0001437,2
HAM_0001438,1
HAM_0001439,1
HAM_0001441,1
HAM_0001442,1
HAM_0001443,1
HAM_0001444,2
HAM_0001445,1
HAM_0001446,1
HAM_0001447,1
HAM_0001448,1
HAM_0001449,1
HAM_0001450,1
HAM_0001451,1
HAM_0001452,1
HAM_0001454,2
HAM_0001455,2
HAM_0001456,2
HAM_0001458,1
HAM_0001459,1
HAM_0001461,1
HAM_0001462,1
HAM_0001463,1
HAM_0001464,1
HAM_0001465,3
HAM_0001466,2
HAM_0001467,1
HAM_0001468,1
HAM_0001469,2
HAM_0001470,1
HAM_0001471,1
HAM_0001472,1
HAM_0001473,1
HAM_0001475,1
HAM_0001476,1
HAM_0001477,1
HAM_0001478,1
HAM_0001479,2
HAM_0001480,2
HAM_0001481,1
HAM_0001482,1
HAM_0001483,1
HAM_0001484,3
HAM_0001485,1
HAM_0001486,1
HAM_0001487,1
HAM_0001489,1
HAM_0001490,1
HAM_0001491,1
HAM_0001492,1
HAM_0001493,1
HAM_0001494,1
HAM_0001496,1
HAM_0001497,2
HAM_0001498,2
HAM_0001500,1
HAM_0001501,1
HAM_0001502,1
HAM_0001504,1
HAM_0001506,3
HAM_0001507,3
HAM_0001508,1
HAM_0001509,3
HAM_0001510,1
HAM_0001511,3
HAM_0001512,4
HAM_0001513,1
HAM_0001514,1
HAM_0001515,1
HAM_0001516,1
HAM_0001517,1
HAM_0001518,1
HAM_0001519,1
HAM_0001521,1
HAM_0001522,1
HAM_0001523,1
HAM_0001524,1
HAM_0001525,3
HAM_0001527,1
HAM_0001529,2
HAM_0001530,1
HAM_0001531,2
HAM_0001532,1
HAM_0001533,1
HAM_0001534,1
HAM_0001535,1
HAM_0001536,2
HAM_0001538,1
HAM_0001539,1
HAM_0001540,1
HAM_0001541,2
HAM_0001542,1
